,content,sentiment
429,"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  Shit!",sadness
430, nope.  they are all sleeping cuz they live on the east coast.,surprise
431," I bet its cool down in SR, huh? It's not here. I haven't stopped sweating since noon when dad and I were packing",neutral
432,: eww. dislike,sadness
433,Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn't try for uni.,worry
434,decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots.  Age of the instant gratification....,neutral
435," sorry bout the cat,",sadness
436,needs to have an increase on her salary  http://plurk.com/p/wxluu,neutral
437,my stomach feels like it's touching the ground..i'm SO full,worry
438,Pug just woke me from an incredible sleep!,love
439, i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me  i love you so much!!!!,love
440,Sooo much work so little time,worry
441,missed iron chef,sadness
442, the DS version sucks,sadness
443,what a bad day,sadness
444, i know ridiculous! we never got to hang out  i love chicago and want to go shopping... so a trip sounds like fun,enthusiasm
445,hates the net. ayaw bumukas ng twitter.  http://plurk.com/p/wxlxs,hate
446,"Ugh, my internet was down!",worry
447,omg i didnt tweet all that much today.... *sadness*,surprise
448,is feeling so giddy and wanna go home.,worry
449,the week just wasnt the same without an adam lambert performance!!!,neutral
450, The link doesn't work,neutral
451,Up and packing. Its the last day of youth camp,worry
452,"GOSSIP GIRL, WHEN ARE YOU COMING BACK  ! chaceeeeeee..",neutral
453,Smh @ hiphop nursery rhymes,neutral
454,Somebody please save the polar bears!,worry
455, noooooooooooo i just look at a lot of pictures   lol lol,happiness
456, Not really sleepy ...bored is the right word ... again not much work,surprise
457,It has come to my attention from a 16yo friend that I've recently gained a TON of weight. He didn't know it was me.,worry
458,guess im staying home tonight...no movie-ing for me,worry
459,went to the cd store to search for the cd. But,sadness
460, reminds me of the weather a month ago it was horrible  I hope all is well hugs,worry
461,I miss my mom..  &quot;May angels lead you in&quot;,sadness
462,there's really no android twitter app of Tweetie's calibre,love
463,on jacksonville beach walking in the cold Ass water   but have to work in the morning   ily &lt;('-')&gt;,hate
464," No, it's not...",neutral
465, i feel the same way every day,sadness
466,Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.,sadness
467, well i just got home and its not on till tmw at 530p but with comcast its on right now  but i didnt miss it,neutral
468,Sleppytime. Really missing my godfather right now. Love you Wayne,sadness
469,So have a headache right now and it sucks,sadness
470, hope ya sleepin well  guys still here,worry
471,"i should be finished.... but i'm not.  color drawing, here i come.",fun
472," Lakers, baby Lakers!! I'll miss the game tmwr. I have to work  you'll have to keep me posted please",sadness
473,"comfort food of the day: pan mee. though, it didnt taste any good..",sadness
474,damn being drunk and hot sucks,worry
475,misses my baby.,sadness
476,is not sleeping because he has paperwork to do.,worry
477,Showered in ice-cold water. Sweating now. Means one thing: I'm sick,worry
478,"midnight cry.. wish the person I wanted, wanted me right now",worry
479, I'ma need you to follow me real quick cause I can't DM you,neutral
480,I'm poorly and can't sleep,sadness
481,Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs.,worry
482," And these poor, unfortunate souls don't appear to have any pants at all...  ? http://blip.fm/~78qvz",worry
483,  If I told you how often I wash my hair you would never speak to me again,worry
484,"Looks like another sleepless night dedicated to homework. Sorry in advance, Ms. Chapman.",worry
485, http://twitpic.com/662vk -  WHY DO U LOT MOCK ME!!!,worry
486,didnt say goodnight to you,worry
487,  I am not a pussy! damnit!  [sending you an e-mail right now btw],hate
488,has work tom.,sadness
489,In the Hongkong International Airport. Has to wait for 3-4 hours for our next flight to Cebu.,neutral
490,Can't sleep and nothings on tv!!,neutral
491,"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now",love
492, oh ... you've been superseeded?  not good enough,neutral
493,today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I'm definately NOT working this pm,sadness
494,fuckin'm transtelecom,anger
495,"is really, really bored... I guess I will go to bed",boredom
496, I met a stranger just 10 min ago. He was stalking me at the store,worry
497,  tee we beefin....what was u supposed to do before leavin????,surprise
498,Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.,sadness
499, that sucks!,sadness
500, IIII know!!! and mean,neutral
501,Having Fever  dont feel to work,sadness
502,"Taking Horse Pills, hoping I can get some sleep tonight",worry
503, PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one,neutral
504,missing ...6 days can't pass quick enough,sadness
505, Hey! That's my school! I hate that place.,hate
506,"Working from home today, my back is killing me  Doctor and then physio after later today.",sadness
507,back to work.. with no distractions..,neutral
508," demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!",happiness
509,awwww  i never noticed this http://bit.ly/RConp,neutral
510," that sucks  well state starts tomorrow so im headin 2 bed, nitey nite",neutral
511,"Looks like it's going to be too nice to work today, how annoying as I have no choice",worry
512, did you guys keep a set list? I forgot to ask for one  xx,neutral
513,"First impression of Silverlight: sadly, based on what I saw today, it's quite problematic",neutral
514,is desperatly hoping my dad takes me to vanessa's game,worry
515, hi!  Fuck your job!,worry
516,Missing you all deeply,sadness
517,"the time you go to bed,  i have to get up to go to work",neutral
518," big now!!! Vanessa is going to be 3 in September, its going by so fast!  its hard cuz Im workin so much, I miss out on alot",happiness
519," sniff sniff  take care ravels! Hopefully we'll be chatting again soon. In the mean time, I'll HELLA miss you.",sadness
520," Lucky, now I want to teleport",neutral
521,Somebody please save the polar bears!,worry
522,"My nose is runny, my head is pounding, and teeth hurt like a bitch. MAN. @-) I feel awful.  =((",worry
523,I don't want her to leave..,sadness
524,Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.,relief
525,"good lord, just seen the agency work for our upcoming Open Day. Money for Jam",happiness
527,Working   But it's Fridaaaayyyyy,anger
528,At the Grove for 'Drag Me to Hell.' I hope that it doesn't suck.,worry
529, so i feel like shit for saying HAPPY BELATED BIRFDAYY.. i'm only a month late,worry
530," lmao...thats sad, kinda discourages me 4rom goin if the shit's wack",sadness
531,Got home from work @ 9:45 and JUST finished cleaning. Now I need to eat dinner and don't know what I want!!  Ugh...oh well. Might not eat.,surprise
532, I wish I was there,sadness
533,"I miss my little Batty, she was only 3 months old when she got sick, she was always so fun and full of life &lt;3 Even at the very end...",sadness
534,FC is finally up again. it's about time. i hate that this keeps happening,neutral
535,seriously bored without anyone to talk to... but not tired enough for sleep,neutral
536,morning again! I hate mornings. So offensive!,sadness
537, still!! give your computer a break omg,neutral
538,bed bed bed  do you never answer texts anymore?  I thought of you the other day and sent one but never heard back. Sad day,sadness
539,where u at?,neutral
540, waah. We're no longer your peeps.,sadness
541, LOL wow dawg doesn't sound like you're playing!  I feel bad now haha,sadness
542,Extremly deep,surprise
543,My little foster kittens are getting big...chubba and Winston are going 2 b missed when they get amazing homes.,happiness
544,one week till exam block,enthusiasm
545, I'm not at home with my cats right now!,neutral
546,hoping i didn't fail english. that would just be sad,worry
547,Know what would be great? For my shoulder to stop hurting so I can sleep normal again.  I just want/need a few solid hours of good sleep.,worry
548,Leno's last show was tonight.  I like him better than Conan.,neutral
549, I'm sorry about your bad driving experiences.,sadness
550, i don't have any of that,neutral
551,Already misses ,sadness
552,"plan may changes , nooooooo",hate
553,my sister is a douchebag,hate
554, there's relisting fees when you don't complete a sale?  that sucks!,surprise
555, Random has an a,neutral
556,I knew I should've worn the SARS mask on the plane from SoCal.. feeling the beginnings of a sore throat,worry
557,Gutted that the bathroom still isn't free- early work isn't going to happen  . And I need the loo!,sadness
558, july... too long,neutral
559, awww I wish I could have been there  I'm stuck here about to jab out my eyes with knitting needles,worry
560, Me too.  Wonder if Mnet will show it...,surprise
561,Wearing glasses gives me a headache.,neutral
562, stop talkin about food haha fill like sum nw  hha hows your day goin or starting,enthusiasm
563,"finished sewing for the night, uploading pictures from slidebar and beach. i cant believe i am having difficulties with twitter!",worry
564,thank you  (: cant wait!!!! ummm btw ima crash still sick,sadness
565,"First my work computer, now my home laptop is fucked.",sadness
